gene,fc,repeat,abs_ref,abs_alt
AL109927.1,0.9989945688488139,8,102.35515308972543,102.2522420303246
ENSG00000227050,0.998945395158253,8,47.283137805293926,47.23327277923147
ENSG00000286433,0.9972817889280418,8,18.830652941550635,18.77946725223271
EYA3,0.999243894344807,8,1481.9222087677879,1480.8017190051823
PPP1R8,0.9992189154997168,8,1115.1912545616997,1114.32019595791
RPA2,0.999208008154588,8,988.2159433881365,987.4332844194669
SCARNA1,0.9963189400734904,8,1.257494579261362,1.2528656663578401
SMPDL3B,1.0037977843825054,8,161.55612125499673,162.1696765691971
THEMIS2,0.9958458704093597,8,1482.8594795969436,1476.6994891539885
XKR8,0.9939088645696926,8,670.6360005865797,666.5510658825672
AL109927.1,0.9988123240525455,12,102.35515308972543,102.23358833630274
ENSG00000227050,1.043591912084799,12,42.893063660582456,44.76285432072225
ENSG00000286433,0.9994880954452066,12,18.830652941550635,18.82101344454012
EYA3,1.0102599512598374,12,1480.4374638774493,1495.6266801000693
PPP1R8,0.9988766095459947,12,1115.1912545616997,1113.9384593519349
RPA2,0.9993263916385355,12,988.2159433881365,987.5502728657377
SCARNA1,1.0066826812332725,12,1.257494579261362,1.265898014687134
SMPDL3B,1.0404240467429466,12,160.91511369687817,167.41995377460734
THEMIS2,0.9960975427205504,12,1482.8594795969436,1477.0726838263897
XKR8,1.0131171832359884,12,668.5649050301968,677.3345933946291
AL109927.1,0.9994436105011147,15,102.35515308972543,102.29820375738952
ENSG00000227050,1.0465429692076522,15,48.28612683300054,50.533506547345674
ENSG00000286433,1.001031504463703,15,18.830652941550635,18.850076844114287
EYA3,1.0080425711136944,15,1474.96868174326,1486.8312222566524
PPP1R8,0.9996936672601139,15,1115.1912545616997,1114.8496349691927
RPA2,1.0000444103384862,15,988.2159433881365,988.2598303926799
SCARNA1,0.9908992502384074,15,1.257494579261362,1.2460504357689453
SMPDL3B,1.053926125121103,15,160.91511369687817,169.59264225197253
THEMIS2,0.9933819415548062,15,1482.8594795969436,1473.0458288949615
XKR8,1.0006788875402248,15,668.5649050301968,669.0187854140534
AL109927.1,1.00134300295593,7,102.35515308972543,102.49261636287962
ENSG00000227050,0.950857337016297,7,49.09440675060759,46.68177686527765
ENSG00000286433,1.001302162231549,7,18.830652941550635,18.85517350660653
EYA3,0.9948809068851554,7,1490.9318040918324,1483.2995853588031
PPP1R8,1.001565288875252,7,1115.1912545616997,1116.9368510262434
RPA2,0.9988383781402956,7,988.2159433881365,987.0680101461884
SCARNA1,1.0130572047882673,7,1.257494579261362,1.2739139435029139
SMPDL3B,0.9591451986919362,7,168.1256725330827,161.256931586959
THEMIS2,1.0010219599322547,7,1482.8594795969436,1484.374902570256
XKR8,0.9844890219835563,7,670.7588712652799,660.3547451587496
AL109927.1,1.0011735327286246,9,102.35515308972543,102.47527021181962
ENSG00000227050,0.9903416753056172,9,49.15638498264204,48.6816166556776
ENSG00000286433,1.0024284710484614,9,18.830652941550635,18.876382637042816
EYA3,1.0033800995659348,9,1490.2916074934592,1495.328941509064
PPP1R8,1.0014553439874676,9,1115.1912545616997,1116.8142414489025
RPA2,1.0010703193614825,9,988.2159433881365,989.2736500456705
SCARNA1,0.9973483447971547,9,1.257494579261362,1.254160137217714
SMPDL3B,0.9813992579646212,9,168.1256725330827,164.99841026877027
THEMIS2,1.0046828579390654,9,1482.8594795969436,1489.8034998834926
XKR8,1.0211272409744603,9,669.2813172524224,683.4213849217185
AL109927.1,0.9969876472702976,14,102.35515308972543,102.0468232649165
ENSG00000227050,1.0012574637185154,14,50.13121118969024,50.194249368926506
ENSG00000286433,0.995138857947388,14,18.830652941550635,18.73911446265832
EYA3,1.001733287015438,14,1488.0653336353043,1490.644577956218
PPP1R8,0.9966399593781053,14,1115.1912545616997,1111.4441666451908
RPA2,0.9957819125129119,14,988.2159433881365,984.04756208279
SCARNA1,1.012495687122752,14,1.257494579261362,1.2732078380823686
SMPDL3B,0.9940551311408202,14,167.92962264743917,166.9313030632286
THEMIS2,0.9888545126898146,14,1482.8594795969436,1466.3322880843077
XKR8,1.0055939041724373,14,669.2813172524224,673.025212805535
AL109927.1,0.999866505742961,13,102.35515308972543,102.3414892646096
ENSG00000227050,1.0104026175614749,13,44.64187498954296,45.106267342286344
ENSG00000286433,1.0033013544206455,13,18.830652941550635,18.892819600882866
EYA3,1.0050450616335638,13,1488.8947342784936,1496.406299978817
PPP1R8,1.0004051089165658,13,1115.1912545616997,1115.6430284825988
RPA2,1.0011352603016084,13,988.2159433881365,989.3378257180815
SCARNA1,1.0052412150261416,13,1.257494579261362,1.2640853787454784
SMPDL3B,1.0063326084916207,13,167.92962264743917,168.993055201811
THEMIS2,0.9887669329398181,13,1482.8594795969436,1466.2024196218047
XKR8,1.0123929525036441,13,669.2813172524224,677.5756888287079
AL109927.1,0.9959566630049516,10,102.35515308972543,101.9412967126039
ENSG00000227050,0.9843255692091352,10,49.15638498264204,48.38588662830251
ENSG00000286433,0.9932145711175396,10,18.830652941550635,18.70287888520545
EYA3,0.9790248404384896,10,1489.3691290282313,1458.1293739008763
PPP1R8,0.9955700988089217,10,1115.1912545616997,1110.2510674948367
RPA2,0.9965950553216064,10,988.2159433881365,984.8511227705933
SCARNA1,0.9952268367674872,10,1.257494579261362,1.2514923523705477
SMPDL3B,1.0080768545226861,10,168.31998664649115,169.67948269189534
THEMIS2,0.9958458525992832,10,1482.8594795969436,1476.6994627441477
XKR8,0.9700287261310839,10,669.2813172524224,649.2221035977011
AL109927.1,1.0014787778596055,17,102.35515308972543,102.50651362393106
ENSG00000227050,1.0085578570877844,17,44.04230905539345,44.41921684210554
ENSG00000286433,1.0013712226322653,17,18.830652941550635,18.856473959044422
EYA3,1.0021894133061962,17,1486.1555516403582,1489.4093603801969
PPP1R8,1.001460059970546,17,1115.1912545616997,1116.8195006719884
RPA2,1.002721924621518,17,988.2159433881365,990.9057926958213
SCARNA1,0.9869759922658371,17,1.257494579261362,1.2411169601353942
SMPDL3B,1.0099540138764926,17,167.39323635430003,169.05947095180173
THEMIS2,0.9953075175984089,17,1482.8594795969436,1475.9011875849023
XKR8,1.0042461414695316,17,669.2813172524224,672.1231804083907
AL109927.1,0.9998717707529827,16,102.35515308972543,102.3420281655164
ENSG00000227050,0.9934792739029819,16,44.04230905539345,43.75512122136301
ENSG00000286433,0.9984722789372825,16,18.830652941550635,18.801884956427106
EYA3,1.0051999881595552,16,1486.1555516403582,1493.8835429121455
PPP1R8,0.9999633780524364,16,1115.1912545616997,1115.1504140860518
RPA2,1.0019438882337663,16,988.2159433881365,990.1369247329089
SCARNA1,0.9910331652346042,16,1.257494579261362,1.2462188331507444
SMPDL3B,0.98794323371502,16,167.92962264743917,165.9049344348541
THEMIS2,0.9897801641801074,16,1482.8594795969436,1467.7048991714914
XKR8,1.0087456449948782,16,669.2813172524224,675.1346140548164
AL109927.1,0.9973228480318123,18,102.35515308972543,102.08113279017712
ENSG00000227050,1.0014598321026793,18,44.04230905539345,44.10660343202864
ENSG00000286433,0.9939036767730948,18,18.830652941550635,18.71585519464527
EYA3,0.9973233044920163,18,1486.1555516403582,1482.1775657511175
PPP1R8,0.9972913398333055,18,1115.1912545616997,1112.1705804322223
RPA2,0.9979995665728544,18,988.2159433881365,986.2390831817446
SCARNA1,0.9969446025266749,18,1.257494579261362,1.253652433501167
SMPDL3B,1.0041282967359644,18,167.39323635430003,168.084285305564
THEMIS2,0.992387822226335,18,1482.8594795969436,1471.5716896248873
XKR8,0.9994195320969081,18,669.2813172524224,668.8928209296183
