gene,fc,repeat,abs_ref,abs_alt
LRRC20,1.0075640738166511,10,642.6657685619648,647.5269398748023
NPFFR1,0.9936382837999829,10,52.408108618378776,52.07470310476898
PPA1,1.0203612891273448,10,14193.551612111078,14482.550620229164
SAR1A,0.9854215457689619,10,5088.3903321190455,5014.209466552591
TYSND1,1.0022579586825073,10,1106.1756525548674,1108.673351473932
LRRC20,1.0050235602975168,7,642.6657685619648,645.8942388014858
NPFFR1,0.9859548214067645,7,52.43203209260928,51.69561483786233
PPA1,0.871585646464303,7,14213.946088196746,12388.671390089712
SAR1A,0.9869620308103267,7,5088.3903321190455,5022.048055743846
TYSND1,0.9949116351853869,7,1106.1756525548674,1100.5470272856255
LRRC20,1.0056371048415107,9,642.6657685619648,646.2885428773986
NPFFR1,0.9983585508429857,9,52.408108618378776,52.32208337266643
PPA1,0.939910755009027,9,14193.551612111078,13340.671811998915
SAR1A,0.99967263601135,9,5088.3903321190455,5086.724576364115
TYSND1,1.0007426087943136,9,1106.1756525548674,1106.9971083225103
LRRC20,1.0059104875719214,11,642.6657685619648,646.4642365999496
NPFFR1,1.005532259204452,11,52.408108618378776,52.69804385967072
PPA1,0.9850089754993073,11,14193.551612111078,13980.775732142074
SAR1A,0.9763971626906912,11,5088.3903321190455,4968.28988294378
TYSND1,0.9982444720098261,11,1106.1756525548674,1104.2337302347585
LRRC20,1.0057075414731322,8,642.6657685619648,646.3338100893947
NPFFR1,0.9979050126107467,8,52.408108618378776,52.29831429172866
PPA1,0.97481437806991,8,14214.42692793474,13856.427745374885
SAR1A,0.9923760729902382,8,5088.3903321190455,5049.596815629792
TYSND1,1.004002846374441,8,1106.1756525548674,1110.6035037551917
LRRC20,24.986504401946966,1,26.03114657809788,650.4273585613694
NPFFR1,0.8397694534007214,1,63.90248937054214,53.66335856964558
PPA1,1.0676125572223707,1,13932.491668131008,14874.50305829272
SAR1A,0.9999161794739873,1,5088.3903321190455,5087.963820564849
TYSND1,1.0028748853003508,1,1106.1756525548674,1109.3557806780034
LRRC20,24.829570440875592,6,25.93760516644091,644.0195945477633
NPFFR1,0.8205330359446323,6,62.91220632229859,51.62154365161075
PPA1,1.0131881155322786,6,13932.491751562906,14116.235062435037
SAR1A,1.005745242966322,6,5088.3903321190455,5117.624370884553
TYSND1,1.0037953590843556,6,1106.1756525548674,1110.3739863666844
LRRC20,23.91371918971044,2,26.03114657809788,622.5015294548245
NPFFR1,0.8279981905627009,2,63.90248937054214,52.911145571261116
PPA1,1.15073641613339,2,13932.491668131008,16032.625529993393
SAR1A,0.9913485979229504,2,5088.3903321190455,5044.368621430912
TYSND1,1.0027530635740796,2,1106.1756525548674,1109.22102445045
LRRC20,24.73764624811787,12,25.93877309287419,641.6641928817199
NPFFR1,0.8113508125911053,12,64.73462199914685,52.522488161785844
PPA1,1.078406972764738,12,13932.485231270419,15024.889221343754
SAR1A,0.9899819759143978,12,5088.3903321190455,5037.414715214932
TYSND1,1.0058522443402864,12,1106.1756525548674,1112.6492627568944
LRRC20,23.39725472198893,3,26.03114657809788,609.0573671931866
NPFFR1,0.8406164556069345,3,63.90248937054214,53.71748411912495
PPA1,1.064656506016982,3,13932.491668131008,14833.31789950307
SAR1A,0.9829442074499045,3,5088.3903321190455,5001.603802200511
TYSND1,0.9973366855373995,3,1106.1756525548674,1103.2295589412415
LRRC20,24.262309923337956,4,26.03237034419913,631.6054373300713
NPFFR1,0.8008005564906177,4,64.84479876863324,51.92775093944362
PPA1,1.1330692824588433,4,13932.491322260543,15786.477945377816
SAR1A,1.000790219500614,4,5088.3903321190455,5092.411277386222
TYSND1,1.0028659398555149,4,1106.1756525548674,1109.3458854447244
